계약번호,판매업체,구매업체,제품구분,배터리종류,계약수량(단위당),개당가격,지급형태,총계약금액,계약보증금,계약일,총지급일
20241204001,(주)에이프로,부산자동차직업학교,중고배터리,리프,12,"₩4,657,653",분할,"₩55,891,836","₩4,401,165",2024-12-04,2025-01-11
20251231106,한국환경공단,(주)솔라라이트,폐배터리(재활용),블루온,22,"₩474,091",일시,"₩10,430,000","₩521,500",2025-12-31,2023-06-22
20251231107,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),니로,3,"₩2,800,000",일시,"₩8,400,000","₩420,000",2025-12-31,2023-12-22
20251231108,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩3,400,000",일시,"₩3,400,000","₩170,000",2025-12-31,2022-04-20
20251231109,한국환경공단,(주)비젼알앤이,폐배터리,기타,2999,₩934,일시,"₩2,801,000","₩140,050",2025-12-31,2024-12-15
20240522001,성일하이텍(주),원광전력(주),중고배터리,CEVO,9,"₩7,812,937",분할,"₩70,316,433","₩4,944,794",2024-05-22,2024-05-31
20240909006,한국환경공단,성일하이텍(주),폐배터리(재활용),포터,1,"₩553,889",일시,"₩553,889","₩27,694",2024-09-11,2024-09-27
20250326001,성일하이텍(주),㈜ 어스앤배터리,중고배터리,아이오닉,8,"₩9,147,104",분할,"₩73,176,832","₩9,748,604",2025. 3. 2,2025-05-09
20251231110,한국환경공단,원광전력(주),폐배터리,코나,1,"₩2,500,000",일시,"₩2,500,000","₩125,000",2025-12-31,2022-04-05
20250221001,(주) 민테크,원광전력(주),중고배터리,볼트,18,"₩4,665,666",선급+잔금,"₩83,981,988","₩9,386,516",2025. 2. 2,2025-03-31
20240222001,인선모터스 주식회사,한국배터리산업협회,중고배터리,아이오닉,17,"₩12,035,506",분할,"₩204,603,602","₩28,607,453",2024-02-22,2024-04-01
20251231111,한국환경공단,주식회사 삼호인넷,폐배터리,SM3,1,"₩670,000",일시,"₩670,000","₩33,500",2025-12-31,2022-07-08
20251231112,한국환경공단,(주)금일,폐배터리(재활용),니로,6,"₩320,000",일시,"₩1,920,000","₩96,000",2025-12-31,2023-08-04
20250901002,주식회사디아이씨,굿바이카(주),중고배터리,SM3,17,"₩12,968,752",일시,"₩220,468,784","₩25,963,849",2025-09-01,2025-09-07
20250407001,(주)에이텍모빌리티,주식회사 에코프로씨엔,중고배터리,트위지,6,"₩10,891,017",분할,"₩65,346,102","₩4,602,021",2025-04-07,2025-04-23
20250319001,주식회사디아이씨,태형리싸이클링,중고배터리,봉고3,20,"₩12,645,720",일시,"₩252,914,400","₩24,098,822",2025-03-19,2025-04-07
20240217003,(주)에이텍모빌리티,한국배터리산업협회,중고배터리,레이,17,"₩13,347,880",일시,"₩226,913,960","₩32,858,952",2024-02-17,2024-03-15
20240603001,고려아연㈜ 온산제련소,(주)지에스원,중고배터리,쏘울,3,"₩18,200,000",선급+잔금,"₩54,600,000","₩4,787,151",2024-06-03,2024-06-09
20240424001,주식회사디아이씨,태형산업,중고배터리,BlueOn,11,"₩5,528,758",선급+잔금,"₩60,816,338","₩7,649,447",2024-04-24,2024-05-14
20230330002,(주)에이텍모빌리티,(주) 아이윈,중고배터리,아이오닉,9,"₩5,574,755",분할,"₩50,172,795","₩4,090,629",2023-03-30,2023-05-05
20240622001,동강대학교,디에이팩토리,중고배터리,다니고,4,"₩6,165,483",일시,"₩24,661,932","₩2,259,825",2024-06-22,2024-07-20
20251231113,(재)제주테크노파크,(주)엔에이치리사이텍컴퍼니,폐배터리(재활용),트위지,78,"₩118,731",일시,"₩9,261,000","₩463,050",2025-12-31,2025-05-07
20251231114,한국환경공단,(주)비젼알앤이,폐배터리(재사용),레이,2,"₩154,000",일시,"₩308,000","₩15,400",2025-12-31,2024-10-31
20251231115,한국환경공단,태형리싸이클링,폐배터리,아이오닉,1,"₩720,000",일시,"₩720,000","₩36,000",2025-12-31,2022-03-04
20251231116,한국환경공단,원광전력(주),폐배터리,아이오닉,1,"₩1,000,000",일시,"₩1,000,000","₩50,000",2025-12-31,2022-04-05
20230802001,성일하이텍(주),주식회사 시너지,중고배터리,SM3,1,"₩14,134,512",후불,"₩14,134,512","₩1,141,409",2023-08-02,2023-08-21
20251231117,한국환경공단,부경테크,폐배터리,SM3,1,"₩470,000",일시,"₩470,000","₩23,500",2025-12-31,2023-06-07
20240519001,한국배터리산업협회,주식회사 알오씨오토시스템,중고배터리,봉고3,3,"₩9,642,894",분할,"₩28,928,682","₩3,107,727",2024-05-19,2024-06-01
20250524001,(주) 아이윈,(주)지에스원,중고배터리,리프,18,"₩9,406,413",일시,"₩169,315,434","₩22,347,080",2025-05-24,2025-06-15
20240418003,한국환경공단,(주)씨알메탈,폐배터리(재활용),기타,3,"₩275,000",일시,"₩825,000","₩41,250",2024-04-19,2024-05-02
20240909002,한국환경공단,(주)비젼알앤이,폐배터리(재사용),코나,5,"₩468,600",일시,"₩2,343,000","₩117,150",2024-09-10,2024-10-31
20251231118,한국환경공단,한국전지산업협회,폐배터리(재사용),니로,1,"₩6,390,000",일시,"₩6,390,000","₩319,500",2025-12-31,2022-11-14
20251231119,한국환경공단,사단법인 한국전기차리빌딩협회,폐배터리(재활용),SM3,2,"₩741,500",일시,"₩1,483,000","₩74,150",2025-12-31,2022-12-07
20251231120,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),니로,13,"₩3,000,000",일시,"₩39,000,000","₩1,950,000",2025-12-31,2023-11-27
20250107001,(주)에이텍모빌리티,한국전지연구조합,중고배터리,피스,11,"₩13,436,748",후불,"₩147,804,228","₩18,570,348",2025-01-07,2025-01-18
20251231121,한국환경공단,굿바이카(주),폐배터리,니로,2,"₩2,525,000",일시,"₩5,050,000","₩252,500",2025-12-31,2022-07-08
20240808001,한국환경공단,주식회사이투지,폐배터리(재사용),볼트,2,"₩2,700,001",일시,"₩5,400,002","₩270,000",2024-08-09,2024-08-23
20250606001,(주) 비에이에너지,신오케미칼(주) 안성공장,중고배터리,코나,2,"₩12,905,071",분할,"₩25,810,142","₩3,087,102",2025-06-06,2025-07-16
20240128002,고려아연㈜ 온산제련소,한국배터리산업협회,중고배터리,쏘울,18,"₩1,051,228",일시,"₩18,922,104","₩2,483,122",2024-01-28,2024-03-04
20240329001,(주)에이프로,디에이팩토리,중고배터리,아이오닉,4,"₩13,722,509",후불,"₩54,890,036","₩4,183,552",2024-03-29,2024-04-24
20230804001,(주)에이프로,사) 울산산업기술인력양성협회,중고배터리,코나,19,"₩3,762,307",일시,"₩71,483,833","₩9,699,891",2023-08-04,2023-09-13
20240716003,한국환경공단,대형산업,폐배터리(재활용),쏘울,2,"₩184,800",일시,"₩369,600","₩18,480",2024-07-17,2024-07-30
20230330001,(주) 금일,주식회사이투지,중고배터리,스파크,16,"₩712,117",선급+잔금,"₩11,393,872","₩853,494",2023-03-30,2023-04-13
20230331001,(주)한국파워셀,㈜ 엔에이치리사이텍컴퍼니,중고배터리,포터,15,"₩11,114,194",일시,"₩166,712,910","₩11,725,899",2023-03-31,2023-04-26
20230203001,주식회사디아이씨,쌍용직업전문학교,중고배터리,봉고3,19,"₩12,500,164",일시,"₩237,503,116","₩24,079,523",2023-02-03,2023-02-08
20240607003,한국환경공단,한국배터리산업협회,폐배터리(재사용),코나,1,"₩3,150,000",일시,"₩3,150,000","₩157,500",2024-06-13,2024-06-26
20230510001,동강대학교,㈜ 에이치엔티,중고배터리,레이,18,"₩2,108,752",선급+잔금,"₩37,957,536","₩3,577,454",2023-05-10,2023-05-23
20250607002,한국화학융합시험연구원,(주) 포엔,중고배터리,스파크,2,"₩8,683,381",일시,"₩17,366,762","₩1,849,173",2025-06-07,2025-07-20
20240213004,한국환경공단,(주)솔라라이트,폐배터리(재사용),볼트,2,"₩2,750,000",일시,"₩5,500,000","₩275,000",2024-02-16,2024-02-29
20240118002,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),Peugeot e-2008 EV,1,"₩500,000",일시,"₩500,000","₩25,000",2024-01-22,2024-02-02
20240813001,(주)에이텍모빌리티,(주)에이프로,중고배터리,CEVO,9,"₩3,934,770",일시,"₩35,412,930","₩5,147,349",2024-08-13,2024-09-19
20240325001,한국환경공단,태형산업,폐배터리,SM3,1,"₩224,400",일시,"₩224,400","₩11,220",2024-03-26,2024-04-08
20240301001,㈜ 에코비트프리텍,(주) 민테크,중고배터리,아이오닉,2,"₩3,076,516",선급+잔금,"₩6,153,032","₩822,236",2024-03-01,2024-03-28
20240128002,고려아연㈜ 온산제련소,한국배터리산업협회,중고배터리,CEVO,4,"₩8,741,039",일시,"₩34,964,156","₩3,226,752",2024-01-28,2024-03-04
20251231122,한국환경공단,성일하이텍(주),폐배터리(재활용),트위지,47,"₩59,635",일시,"₩2,802,822","₩140,141",2025-12-31,2025-03-06
20251231123,한국환경공단,(주)솔라라이트,폐배터리(재사용),SM3,2,"₩450,000",일시,"₩900,000","₩45,000",2025-12-31,2022-08-02
20251231124,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재활용),포터,4,"₩610,000",분할,"₩2,440,000","₩122,000",2025-12-31,2024-12-31
20251231125,한국환경공단,주식회사이투지,폐배터리(재사용),코나,3,"₩5,983,559",일시,"₩17,950,677","₩897,534",2025-12-31,2023-11-28
20250310001,주식회사 이브이씨씨,사단법인 한국전기차리빌딩협회,중고배터리,니로,9,"₩6,918,417",선급+잔금,"₩62,265,753","₩6,078,761",2025-03-10,2025-03-29
20251231126,한국환경공단,(주)금일,폐배터리(재활용),레이,6,"₩320,000",일시,"₩1,920,000","₩96,000",2025-12-31,2023-08-04
20240227002,주식회사디아이씨,(주)에이프로,중고배터리,쏘울,5,"₩8,871,328",분할,"₩44,356,640","₩4,956,803",2024-02-27,2024-03-15
20231031002,에스쓰리알,한국로봇융합연구원,중고배터리,포터,13,"₩14,450,524",일시,"₩187,856,812","₩28,054,382",2023-10-31,2023-12-09
20240712001,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),볼트,2,"₩4,025,040",일시,"₩8,050,080","₩402,504",2024-07-17,2024-07-30
20240509016,㈜ 에코비트프리텍,주식회사 시너지,중고배터리,BlueOn,7,"₩5,687,364",선급+잔금,"₩39,811,548","₩3,583,553",2024-05-09,2024-06-11
20240108002,한국전지연구조합,주식회사 제이빌텍,중고배터리,볼트,7,"₩2,253,310",일시,"₩15,773,170","₩1,336,237",2024-01-08,2024-01-30
20230804001,(주)에이프로,사) 울산산업기술인력양성협회,중고배터리,아이오닉,6,"₩8,731,157",일시,"₩52,386,942","₩6,354,383",2023-08-04,2023-09-13
20230910001,㈜ 에코비트프리텍,주식회사 피엠그로우,중고배터리,포터,5,"₩18,200,000",후불,"₩91,000,000","₩7,864,905",2023-09-10,2023-09-30
20241115001,인선모터스 주식회사,㈜ 엔에이치리사이텍컴퍼니,중고배터리,아이오닉,20,"₩5,865,570",후불,"₩117,311,400","₩12,974,140",2024. 11. ,2024-12-03
20251231127,한국환경공단,신오케미칼(주)안성공장,폐배터리(재활용),레이,3,"₩144,000",분할,"₩432,000","₩21,600",2025-12-31,2024-12-31
20230625001,(주)에이텍모빌리티,태형리싸이클링,중고배터리,리프,4,"₩10,345,736",선급+잔금,"₩41,382,944","₩5,523,876",2023-06-25,2023-08-03
20240703002,태형리싸이클링,한국환경공단,중고배터리,봉고3,10,"₩6,344,009",일시,"₩63,440,090","₩9,427,718",2024-07-03,2024-08-03
20230612002,인선모터스 주식회사,주식회사 피엠그로우,중고배터리,아이오닉,19,"₩6,615,878",일시,"₩125,701,682","₩8,978,851",2023-06-12,2023-06-23
20251231128,한국환경공단,(주)비젼알앤이,폐배터리(재사용),코나,5,"₩468,600",일시,"₩2,343,000","₩117,150",2025-12-31,2024-10-31
20241221003,하나기술,태형산업,중고배터리,피스,11,"₩5,493,586",후불,"₩60,429,446","₩5,894,316",2024-12-21,2025-01-13
20250306002,우성연합주식회사,(주) 씨알메탈,중고배터리,볼트,9,"₩8,701,186",일시,"₩78,310,674","₩11,419,792",2025-03-06,2025-03-24
20240620001,(주)에이프로,동강대학교,중고배터리,코나,18,"₩13,812,599",분할,"₩248,626,782","₩28,192,960",2024-06-20,2024-07-30
20251231129,한국환경공단,태형산업,폐배터리,SM3,1,"₩224,400",일시,"₩224,400","₩11,220",2025-12-31,2024-04-11
20251231130,한국환경공단,주식회사 에코비트프리텍 2공장,폐배터리,아이오닉,1,"₩880,000",일시,"₩880,000","₩44,000",2025-12-31,2022-03-07
20240319001,(주)에이프로,동강대학교,중고배터리,리프,6,"₩6,961,734",일시,"₩41,770,404","₩5,552,823",2024-03-19,2024-03-31
20250701001,(주) 씨알메탈,인선모터스 주식회사,중고배터리,아이오닉,10,"₩4,023,751",일시,"₩40,237,510","₩5,927,283",2025-07-01,2025-08-08
20251231131,(재)제주테크노파크,(주)엔에이치리사이텍컴퍼니,폐배터리(재활용),피스,91,"₩84,115",일시,"₩7,654,500","₩382,725",2025-12-31,2025-05-07
20240527001,인선모터스 주식회사,(주) 금일,중고배터리,니로,18,"₩5,663,436",일시,"₩101,941,848","₩8,026,433",2024-05-27,2024-07-07
20240317001,(주) 비에이에너지,(주) 다원화학,중고배터리,리프,7,"₩388,862",분할,"₩2,722,034","₩248,111",2024-03-17,2024-04-23
20241031001,㈜ 엔에이치리사이텍컴퍼니,주식회사 알디솔루션,중고배터리,니로,19,"₩7,349,942",일시,"₩139,648,898","₩16,867,539",2024. 10. ,2024-11-30
20240113002,아이에스동서,한국환경공단,중고배터리,포터,8,"₩2,043,535",후불,"₩16,348,280","₩2,326,542",2024-01-13,2024-02-12
20251231132,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재사용),볼트,4,"₩610,000",일시,"₩2,440,000","₩122,000",2025-12-31,2024-11-07
20251231133,한국환경공단,하나기술,폐배터리(재사용),쏘울,1,"₩4,443,000",일시,"₩4,443,000","₩222,150",2025-12-31,2022-10-06
20251231134,한국환경공단,신오케미칼(주)안성공장,폐배터리(재활용),레이,3,"₩144,000",일시,"₩432,000","₩21,600",2025-12-31,2024-10-31
20251231135,한국환경공단,(주)지에스원,폐배터리(재사용),레이,1,"₩900,000",일시,"₩900,000","₩45,000",2025-12-31,2024-12-24
20250301002,한국로봇융합연구원,한국화학융합시험연구원,중고배터리,코나,15,"₩19,412,290",일시,"₩291,184,350","₩38,865,302",2025-03-01,2025-03-18
20240809002,한국환경공단,주식회사 비텍스,폐배터리(재사용),포터,1,"₩2,242,180",일시,"₩2,242,180","₩112,109",2024-08-12,2024-08-26
20250303001,(주) 아이윈,주식회사 삼호인넷,중고배터리,CEVO,7,"₩18,200,000",일시,"₩127,400,000","₩9,967,787",2025-03-03,2025-04-01
20251231136,한국환경공단,(주)비젼알앤이,폐배터리,기타,3119,₩856,일시,"₩2,670,000","₩133,500",2025-12-31,2024-12-15
20250307001,고려아연㈜ 온산제련소,주식회사 삼호인넷,중고배터리,SM3,11,"₩6,130,540",선급+잔금,"₩67,435,940","₩5,078,421",2025-03-07,2025-03-28
20240607004,한국환경공단,성일하이텍(주),폐배터리(외관결함),기타,3,"₩2,200,732",일시,"₩6,602,200","₩330,110",2024-06-13,2024-07-31
20240302002,아이에스동서,공주대학교,중고배터리,BlueOn,20,"₩1,051,644",일시,"₩21,032,880","₩2,033,126",2024-03-02,2024-04-06
20240512001,(주) 민테크,(주) 다원화학,중고배터리,봉고3,6,"₩11,793,317",일시,"₩70,759,902","₩9,122,583",2024-05-12,2024-05-28
20241201001,고려아연㈜ 온산제련소,태형산업,중고배터리,아이오닉,14,"₩14,047,571",일시,"₩196,665,994","₩26,252,487",2024-12-01,2024-12-18
20240518001,아이에스동서,태형리싸이클링,중고배터리,코나,18,"₩4,489,311",선급+잔금,"₩80,807,598","₩6,184,078",2024-05-18,2024-06-20
20240109003,하나기술,주식회사 제이빌텍,중고배터리,기타,14,"₩4,845,191",일시,"₩67,832,674","₩8,645,473",2024-01-09,2024-02-08
20251027001,인선모터스 주식회사,주식회사 인터맥,중고배터리,레이,9,"₩918,439",분할,"₩8,265,951","₩1,027,721",2025-10-27,2025-12-04
20240228001,한국전지산업협회,(주)비젼알앤이,중고배터리,포터,16,"₩12,482,345",일시,"₩199,717,520","₩18,551,271",2024-02-28,2024-04-05
20240712001,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),코나,2,"₩4,025,040",일시,"₩8,050,080","₩402,504",2024-07-17,2024-07-30
20240808005,하나기술,쌍용직업전문학교,중고배터리,코나,7,"₩14,556,241",분할,"₩101,893,687","₩13,944,208",2024-08-08,2024-08-23
20240626001,성일하이텍(주),공주대학교,중고배터리,E-FIIBIRD,4,"₩947,275",분할,"₩3,789,100","₩401,513",2024-06-26,2024-08-04
20251231137,한국환경공단,(주)비엠테크,폐배터리,아이오닉,1,"₩805,000",일시,"₩805,000","₩40,250",2025-12-31,2022-03-08
20251231138,한국환경공단,한국배터리산업협회,폐배터리(재사용),코나,2,"₩11,350,000",일시,"₩22,700,000","₩1,135,000",2025-12-31,2023-11-07
20240214001,성일하이텍(주),원광전력(주),중고배터리,봉고3,12,"₩3,467,198",분할,"₩41,606,376","₩6,195,237",2024-02-14,2024-03-26
20251231139,한국환경공단,성일하이텍(주),폐배터리(재활용),레이,5,"₩196,240",일시,"₩981,200","₩49,060",2025-12-31,2025-02-14
20240313001,한국환경공단,(주)민테크,폐배터리(재사용),볼트,2,"₩1,740,770",일시,"₩3,481,540","₩174,077",2024-03-21,2024-04-03
20241209001,고려아연㈜ 온산제련소,주식회사 에바싸이클,중고배터리,코나,3,"₩12,140,492",후불,"₩36,421,476","₩4,210,182",2024-12-09,2025-01-03
20241202001,엠에이치기술개발,하나기술,중고배터리,봉고3,2,"₩1,763,116",일시,"₩3,526,232","₩270,613",2024-12-02,2025-01-08
20250313005,주식회사디아이씨,주식회사 인터맥,중고배터리,레이,14,"₩11,510,917",일시,"₩161,152,838","₩20,499,193",2025-03-13,2025-04-20
20251231140,(재)제주테크노파크,(주)엔에이치리사이텍컴퍼니,폐배터리(재활용),볼트,91,"₩84,115",일시,"₩7,654,500","₩382,725",2025-12-31,2025-05-07
20241013002,주식회사 에바싸이클,㈜ 어스앤배터리,중고배터리,코나,14,"₩4,206,401",일시,"₩58,889,614","₩5,900,023",2024-10-13,2024-10-19
20240607004,한국환경공단,성일하이텍(주),폐배터리(외관결함),기타,3,"₩2,200,732",일시,"₩6,602,200","₩330,110",2024-06-13,2024-07-31
20251231141,한국환경공단,성일하이텍(주),폐배터리(외관결함),기타,3,"₩2,200,734",일시,"₩6,602,200","₩330,110",2025-12-31,2024-08-31
20240118001,한국환경공단,(주)포엔,폐배터리(재활용),포터,1,"₩2,441,380",일시,"₩2,441,380","₩122,069",2024-01-25,2024-02-07
20241217001,(주) 포엔,선광엘티아이,중고배터리,리프,15,"₩7,410,349",일시,"₩111,155,235","₩12,791,325",2024-12-17,2025-01-14
20251231142,한국환경공단,(주)솔라라이트,폐배터리,기타,4,"₩1,592,335",일시,"₩6,369,340","₩318,467",2025-12-31,2023-06-05
20250424001,성일하이텍(주),㈜ 엔에이치리사이텍컴퍼니,중고배터리,쏘울,17,"₩7,202,433",분할,"₩122,441,361","₩15,277,585",2025. 4. 2,2025-06-06
20241104001,굿바이카(주),주식회사 비텍스,중고배터리,봉고3,3,"₩9,881,346",일시,"₩29,644,038","₩4,295,941",2024-11-04,2024-12-05
20240919001,(주)에이텍모빌리티,주식회사 에바싸이클,중고배터리,아이오닉,13,"₩759,382",일시,"₩9,871,966","₩1,196,772",2024-09-19,2024-10-29
20251231143,한국환경공단,(주)솔라라이트,폐배터리(재활용),쏘울,4,"₩1,265,000",일시,"₩5,060,000","₩253,000",2025-12-31,2023-10-06
20250724001,한국화학융합시험연구원,동강대학교,중고배터리,봉고3,13,"₩18,200,000",일시,"₩236,600,000","₩16,686,853",2025-07-24,2025-08-12
20250525001,태산시스템,(주)지에스원,중고배터리,쏘울,8,"₩10,422,243",분할,"₩83,377,944","₩9,627,477",2025-05-25,2025-07-08
20250404001,한국로봇융합연구원,한국전지연구조합,중고배터리,레이,8,"₩636,204",후불,"₩5,089,632","₩655,799",2025-04-04,2025-05-11
20241209001,고려아연㈜ 온산제련소,주식회사 에바싸이클,중고배터리,니로,12,"₩3,862,374",후불,"₩46,348,488","₩4,258,494",2024-12-09,2025-01-03
20240412001,엠에이치기술개발,㈜ 에코비트프리텍,중고배터리,포터,16,"₩14,435,299",분할,"₩230,964,784","₩19,777,619",2024-04-12,2024-05-05
20251231144,한국환경공단,부경테크,폐배터리(재사용),기타,7,"₩226,571",일시,"₩1,586,000","₩79,300",2025-12-31,2024-01-03
20251231145,한국환경공단,주식회사 시너지,폐배터리(재활용),볼트,1,"₩986,000",일시,"₩986,000","₩49,300",2025-12-31,2025-03-07
20250118001,(주) 민테크,주식회사 에바싸이클,중고배터리,봉고3,1,"₩1,028,971",일시,"₩1,028,971","₩118,196",2025-01-18,2025-02-11
20251231146,한국환경공단,(주)솔라라이트,폐배터리(재활용),아이오닉,9,"₩560,000",일시,"₩5,040,000","₩252,000",2025-12-31,2022-11-09
20250505002,(주)에이텍모빌리티,한국화재보험협회 부설 방재시험연구원,중고배터리,포터,3,"₩8,380,819",분할,"₩25,142,457","₩2,840,815",2025-05-05,2025-05-12
20251231147,한국환경공단,(주)어스텍,폐배터리,니로,2,"₩2,686,613",일시,"₩5,373,225","₩268,661",2025-12-31,2022-04-26
20250526002,인선모터스 주식회사,(주)비젼알앤이,중고배터리,볼트,8,"₩2,193,650",일시,"₩17,549,200","₩2,312,761",2025-05-26,2025-06-04
20231208002,에스쓰리알,디에이팩토리,중고배터리,코나,9,"₩11,253,743",분할,"₩101,283,687","₩12,358,345",2023-12-08,2024-01-16
20251231148,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),기타,4,"₩4,974,125",일시,"₩19,896,500","₩994,825",2025-12-31,2023-08-01
20251231149,한국환경공단,태형산업,폐배터리(재활용),니로,4,"₩600,000",일시,"₩2,400,000","₩120,000",2025-12-31,2022-07-01
20251231150,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),아이오닉,1,"₩700,000",일시,"₩700,000","₩35,000",2025-12-31,2023-11-07
20250622002,공주대학교,주식회사 제이빌텍,중고배터리,코나,15,"₩6,912,459",일시,"₩103,686,885","₩7,792,450",2025-06-22,2025-08-03
20251231151,한국환경공단,원광전력(주),폐배터리,아이오닉,1,"₩1,000,000",분할,"₩1,000,000","₩50,000",2025-12-31,2022-05-31
20240429001,아이에스동서,㈜ 이알,중고배터리,아이오닉,11,"₩5,478,188",일시,"₩60,260,068","₩8,161,774",2024-04-29,2024-05-13
20250411001,(주)에이프로,주식회사 삼호인넷,중고배터리,봉고3,11,"₩2,246,142",일시,"₩24,707,562","₩2,013,072",2025-04-11,2025-05-24
20241205001,주식회사 레플러스,한국로봇융합연구원,중고배터리,SM3,11,"₩5,625,574",선급+잔금,"₩61,881,314","₩7,536,476",2024-12-05,2024-12-19
20250626001,고려아연㈜ 온산제련소,주식회사 피엠그로우,중고배터리,볼트,10,"₩7,469,685",선급+잔금,"₩74,696,850","₩11,147,201",2025-06-26,2025-07-16
20230726001,(주)에이텍모빌리티,한국환경공단,중고배터리,BlueOn,4,"₩8,268,928",선급+잔금,"₩33,075,712","₩3,585,846",2023-07-26,2023-09-09
20230628001,㈜ 에코비트프리텍,태형리싸이클링,중고배터리,기타,20,"₩18,200,000",일시,"₩364,000,000","₩40,831,950",2023-06-28,2023-07-29
20240124001,주식회사 인터맥,(주)비엠테크,중고배터리,코나,6,"₩6,323,349",일시,"₩37,940,094","₩3,575,746",2024-01-24,2024-02-19
20240412001,엠에이치기술개발,㈜ 에코비트프리텍,중고배터리,아이오닉,1,"₩641,098",분할,"₩641,098","₩49,400",2024-04-12,2024-05-05
20251231152,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),코나,3,"₩2,800,000",일시,"₩8,400,000","₩420,000",2025-12-31,2023-12-22
20240328001,(주) 어스텍,한국전지산업협회,중고배터리,레이,20,"₩9,661,604",분할,"₩193,232,080","₩22,609,146",2024-03-28,2024-05-12
20251231153,한국환경공단,(주)비젼알앤이,폐배터리(재사용),SM3,5,"₩468,600",일시,"₩2,343,000","₩117,150",2025-12-31,2024-10-31
20240221001,(주) 다원화학,(주)비엠테크,중고배터리,다니고,18,"₩9,334,854",일시,"₩168,027,372","₩20,506,821",2024-02-21,2024-02-29
20240424001,주식회사디아이씨,태형산업,중고배터리,쏘울,17,"₩9,285,033",선급+잔금,"₩157,845,561","₩14,883,431",2024-04-24,2024-05-14
20250623002,(주) 민테크,(재) 경북하이브리드부품연구원,중고배터리,레이,7,"₩1,046,089",일시,"₩7,322,623","₩696,488",2025-06-23,2025-08-05
20250703001,(주)에이텍모빌리티,(주) 인지이솔루션,중고배터리,아이오닉,12,"₩13,848,800",일시,"₩166,185,600","₩18,783,437",2025-07-03,2025-07-23
20240605002,아이에스동서,한국전지산업협회,중고배터리,봉고3,8,"₩18,200,000",일시,"₩145,600,000","₩20,023,881",2024-06-05,2024-06-16
20251231154,(재)제주테크노파크,(주)포엔,폐배터리,SM3,3,"₩444,706",일시,"₩1,334,117","₩66,706",2025-12-31,2025-07-09
20250803001,아이에스동서,인선모터스 주식회사,중고배터리,쏘울,8,"₩992,338",분할,"₩7,938,704","₩1,141,858",2025-08-03,2025-08-27
20231028001,고려아연㈜ 온산제련소,디에이팩토리,중고배터리,코나,13,"₩2,762,746",분할,"₩35,915,698","₩3,589,806",2023-10-28,2023-11-14
20250301001,하나기술,굿바이카(주),중고배터리,BlueOn,2,"₩682,975",일시,"₩1,365,950","₩173,098",2025-03-01,2025-03-10
20250111002,(재) 제주테크노파크,성일하이텍(주),중고배터리,쏘울,16,"₩12,732,852",일시,"₩203,725,632","₩24,262,665",2025-01-11,2025-01-26
20251231155,한국환경공단,태산시스템,폐배터리,아이오닉,1,"₩1,020,000",일시,"₩1,020,000","₩51,000",2025-12-31,2022-08-31
20250306003,주식회사디아이씨,주식회사 제이빌텍,중고배터리,쏘울,1,"₩2,040,841",일시,"₩2,040,841","₩196,131",2025-03-06,2025-03-16
20240119001,㈜ 엔에이치리사이텍컴퍼니,㈜ 이알,중고배터리,쏘울,1,"₩14,200,493",분할,"₩14,200,493","₩1,999,480",2024-01-19,2024-02-26
20251231156,한국환경공단,(주)다원화학,폐배터리(재활용),트위지,2,"₩150,000",일시,"₩300,000","₩15,000",2025-12-31,2022-12-07
20250422001,성일하이텍(주),동강대학교,중고배터리,봉고3,17,"₩4,132,371",선급+잔금,"₩70,250,307","₩8,765,454",2025. 4. 2,2025-05-21
20251231157,한국환경공단,(주)솔라라이트,폐배터리(재활용),포터,3,"₩1,433,333",일시,"₩4,300,000","₩215,000",2025-12-31,2023-04-06
20250407002,주식회사 이브이씨씨,태형산업,중고배터리,코나,1,"₩13,631,204",분할,"₩13,631,204","₩1,616,538",2025-04-07,2025-05-06
20250618001,(주) 퀀텀솔루션,쌍용직업전문학교,중고배터리,포터,4,"₩1,869,052",일시,"₩7,476,208","₩1,085,793",2025-06-18,2025-07-13
20251231158,한국환경공단,주식회사 시너지,폐배터리,포터,3,"₩7,067,517",일시,"₩21,202,550","₩1,060,127",2025-12-31,2022-12-08
20231129001,인선모터스 주식회사,태형리싸이클링,중고배터리,봉고3,14,"₩7,759,937",후불,"₩108,639,118","₩10,711,912",2023-11-29,2023-12-08
20251231159,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),코나,13,"₩3,000,000",일시,"₩39,000,000","₩1,950,000",2025-12-31,2023-11-27
20251231160,한국환경공단,(주)민테크,폐배터리,니로,1,"₩9,415,000",일시,"₩9,415,000","₩470,750",2025-12-31,2023-06-01
