제작사,제원관리번호,차명,연식,제작일자,셀 간 균형,평균전압_OCV_meas,SOC_calc,사용연수(t),캘린더 열화(△Q_cal),사이클 열화(△Q_cyc),SoH_pred(%),취득원가,연간감가비,조정연간감가비,중고거래가격
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-02-23,정상,3.880208333,88.77448103,8.402777778,0.05797509,0.089287985,53.2334,"₩25,700,000 ","₩10,755,556 ","₩20,204,525 ","₩5,495,475 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2014-06-24,심각,3.795416667,85.99069338,11.06666667,0.0665332,0.066379134,51.9476,"₩25,700,000 ","₩14,165,333 ","₩27,268,504 ","(₩1,568,504)"
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-22,경고,3.88,88.76819038,8.322222222,0.057696524,0.099700902,89.9298,"₩25,700,000 ","₩10,652,444 ","₩11,845,289 ","₩13,854,711 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-21,정상,3.8,86.14708718,7.991666667,0.056539072,0.081581268,95.5104,"₩25,700,000 ","₩10,229,333 ","₩10,710,177 ","₩14,989,823 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-09-08,정상,3.8,86.14708718,7.861111111,0.056075346,0.10212873,75.5451,"₩25,700,000 ","₩10,062,222 ","₩13,319,490 ","₩12,380,510 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-16,심각,3.800416667,86.16111893,9.838888889,0.062734006,0.10023262,76.7368,"₩25,700,000 ","₩12,593,778 ","₩16,411,654 ","₩9,288,346 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-07-07,심각,3.88,88.76819038,10.03055556,0.063342105,0.093673632,91.6904,"₩25,700,000 ","₩12,839,111 ","₩14,002,678 ","₩11,697,322 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-09,경고,3.88,88.76819038,7.941666667,0.056361926,0.066539856,96.6215,"₩25,700,000 ","₩10,165,333 ","₩10,520,778 ","₩15,179,222 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2014-05-21,경고,3.56,76.21190431,11.15833333,0.066808183,0.080811918,60.5704,"₩25,700,000 ","₩14,282,667 ","₩23,580,275 ","₩2,119,725 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-27,정상,3.88,88.76819038,7.975,0.056480085,0.050286114,65.2139,"₩25,700,000 ","₩10,208,000 ","₩15,653,105 ","₩10,046,895 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-17,경고,3.56,76.21190431,8.002777778,0.056578363,0.04654029,50.2461,"₩25,700,000 ","₩10,243,556 ","₩20,386,767 ","₩5,313,233 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-27,우수,3.88,88.76819038,7.975,0.056480085,0.084868906,75.7081,"₩25,700,000 ","₩10,208,000 ","₩13,483,366 ","₩12,216,634 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-10,우수,4.119583333,95.66812198,10.10555556,0.063578473,0.084941844,57.7001,"₩25,700,000 ","₩12,935,111 ","₩22,417,831 ","₩3,282,169 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-07-16,정상,3.740416667,83.83629952,10.00555556,0.063263119,0.144951457,59.4064,"₩25,700,000 ","₩12,807,111 ","₩21,558,470 ","₩4,141,530 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-10-19,우수,3.740208333,83.82757345,9.747222222,0.062441083,0.098363861,64.6118,"₩25,700,000 ","₩12,476,444 ","₩19,309,854 ","₩6,390,146 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-12,경고,3.742291667,83.91483412,10.1,0.063560994,0.14905679,50.4204,"₩25,700,000 ","₩12,928,000 ","₩25,640,415 ","₩59,585 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-21,경고,3.737708333,83.72286066,8.325,0.057706152,0.097198761,83.8153,"₩25,700,000 ","₩10,656,000 ","₩12,713,669 ","₩12,986,331 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-06-01,심각,3.743333333,83.95846445,8.130555556,0.057028258,0.100776193,72.5864,"₩25,700,000 ","₩10,407,111 ","₩14,337,550 ","₩11,362,450 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-04-06,우수,3.560208333,76.22063038,8.283333333,0.057561561,0.01785023,95.8519,"₩25,700,000 ","₩10,602,667 ","₩11,061,509 ","₩14,638,491 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-27,우수,3.577916667,77.01886207,7.975,0.056480085,0.127577138,70.985,"₩25,700,000 ","₩10,208,000 ","₩14,380,503 ","₩11,319,497 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-24,우수,4.102916667,95.16657281,8.316666667,0.057677263,0.124372966,50.2979,"₩25,700,000 ","₩10,645,333 ","₩21,164,568 ","₩4,535,432 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-17,정상,4.023333333,92.92505457,9.919444444,0.062990299,0.138064641,66.4617,"₩25,700,000 ","₩12,696,889 ","₩19,104,069 ","₩6,595,931 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-25,경고,4.020416667,92.84292803,9.813888889,0.062654254,0.068130005,57.8672,"₩25,700,000 ","₩12,561,778 ","₩21,707,941 ","₩3,992,059 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2014-12-02,정상,4.03625,93.28308216,10.62777778,0.065200545,0.207337778,99.6934,"₩25,700,000 ","₩13,603,556 ","₩13,645,392 ","₩12,054,608 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-20,정상,4.027916667,93.05411056,9.911111111,0.062963834,0.100958143,59.4441,"₩25,700,000 ","₩12,686,222 ","₩21,341,432 ","₩4,358,568 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-10,우수,3.580625,77.14910929,8.355555556,0.057811956,0.03710193,87.67,"₩25,700,000 ","₩10,695,111 ","₩12,199,283 ","₩13,500,717 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-06-19,경고,3.58,77.11905224,8.080555556,0.056852636,0.102580664,73.0128,"₩25,700,000 ","₩10,343,111 ","₩14,166,161 ","₩11,533,839 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-12-02,심각,3.57875,77.05893814,7.627777778,0.055236864,0.079055725,57.4427,"₩25,700,000 ","₩9,763,556 ","₩16,997,035 ","₩8,702,965 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-29,정상,4.039375,93.3686018,8.136111111,0.057047738,0.156687603,96.52,"₩25,700,000 ","₩10,414,222 ","₩10,789,704 ","₩14,910,296 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-19,경고,3.758541667,84.5954673,7.163888889,0.053530884,0.087793294,98.8742,"₩25,700,000 ","₩9,169,778 ","₩9,274,187 ","₩16,425,813 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-17,경고,3.916041667,89.84429751,9.836111111,0.06272515,0.1416233,84.7512,"₩25,700,000 ","₩12,590,222 ","₩14,855,509 ","₩10,844,491 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-11-03,우수,3.92,89.95907409,7.708333333,0.055527771,0.056242174,76.9163,"₩25,700,000 ","₩9,866,667 ","₩12,827,797 ","₩12,872,203 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-25,정상,3.92,89.95907409,8.147222222,0.057086679,0.08755881,71.0132,"₩25,700,000 ","₩10,428,444 ","₩14,685,220 ","₩11,014,780 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-02,정상,3.92,89.95907409,7.044444444,0.053082745,0.084358508,78.5697,"₩25,700,000 ","₩9,016,889 ","₩11,476,293 ","₩14,223,707 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-24,심각,3.92,89.95907409,8.316666667,0.057677263,0.084110953,85.4973,"₩25,700,000 ","₩10,645,333 ","₩12,451,075 ","₩13,248,925 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-13,경고,3.92,89.95907409,7.013888889,0.052967495,0.104862021,79.9117,"₩25,700,000 ","₩8,977,778 ","₩11,234,622 ","₩14,465,378 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-12,우수,3.92,89.95907409,8.183333333,0.057213052,0.101455747,72.4772,"₩25,700,000 ","₩10,474,667 ","₩14,452,361 ","₩11,247,639 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-30,우수,3.92,89.95907409,7.883333333,0.056154549,0.120210714,87.1905,"₩25,700,000 ","₩10,090,667 ","₩11,573,126 ","₩14,126,874 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-19,우수,3.92,89.95907409,9.913888889,0.062972657,0.139105816,59.5199,"₩25,700,000 ","₩12,689,778 ","₩21,320,227 ","₩4,379,773 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-04-02,심각,3.91,89.66911219,10.29444444,0.064169913,0.15442531,65.5045,"₩25,700,000 ","₩13,176,889 ","₩20,116,006 ","₩5,583,994 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-17,정상,3.5,73.63954082,7.169444444,0.053551637,0.098567549,72.2086,"₩25,700,000 ","₩9,176,889 ","₩12,708,859 ","₩12,991,141 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-10-20,심각,3.5,73.63954082,7.744444444,0.055657684,0.152732312,85.1364,"₩25,700,000 ","₩9,912,889 ","₩11,643,538 ","₩14,056,462 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-25,우수,3.763333333,84.79616683,8.147222222,0.057086679,0.15409319,85.7973,"₩25,700,000 ","₩10,428,444 ","₩12,154,747 ","₩13,545,253 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-07-13,정상,3.76,84.65654976,8.013888889,0.056617626,0.039342839,77.5978,"₩25,700,000 ","₩10,257,778 ","₩13,219,161 ","₩12,480,839 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-02-17,우수,3.76,84.65654976,10.41944444,0.064558328,0.089706637,89.7668,"₩25,700,000 ","₩13,336,889 ","₩14,857,262 ","₩10,842,738 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-02,정상,3.76,84.65654976,10.12777778,0.063648339,0.132862338,50.5729,"₩25,700,000 ","₩12,963,556 ","₩25,633,404 ","₩66,596 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-10-11,경고,3.76,84.65654976,7.769444444,0.055747446,0.078535271,68.6759,"₩25,700,000 ","₩9,944,889 ","₩14,480,901 ","₩11,219,099 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-11-14,심각,3.759791667,84.6478237,7.677777778,0.055417607,0.09155243,73.7971,"₩25,700,000 ","₩9,827,556 ","₩13,316,994 ","₩12,383,006 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-30,정상,3.759583333,84.63909763,7.133333333,0.053416602,0.072337068,67.7797,"₩25,700,000 ","₩9,130,667 ","₩13,471,093 ","₩12,228,907 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-18,심각,3.759583333,84.63909763,7.166666667,0.053541261,0.095987284,73.4302,"₩25,700,000 ","₩9,173,333 ","₩12,492,589 ","₩13,207,411 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-10-01,정상,4.044583333,93.51113453,9.797222222,0.062601029,0.073460049,96.0177,"₩25,700,000 ","₩12,540,444 ","₩13,060,555 ","₩12,639,445 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-05-04,우수,4.040208333,93.39140704,10.20555556,0.06389227,0.081606005,75.5115,"₩25,700,000 ","₩13,063,111 ","₩17,299,499 ","₩8,400,501 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-11,경고,4.04,93.38570573,8.352777778,0.057802345,0.093107818,55.2417,"₩25,700,000 ","₩10,691,556 ","₩19,354,139 ","₩6,345,861 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-16,심각,4.04,93.38570573,10.08888889,0.063526023,0.093777003,88.0596,"₩25,700,000 ","₩12,913,778 ","₩14,664,815 ","₩11,035,185 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-28,정상,4.04,93.38570573,7.972222222,0.056470248,0.113386944,65.0925,"₩25,700,000 ","₩10,204,444 ","₩15,676,836 ","₩10,023,164 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-31,경고,4.04,93.38570573,7.883333333,0.056154549,0.087901879,51.6593,"₩25,700,000 ","₩10,090,667 ","₩19,533,108 ","₩6,166,892 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-05-22,우수,4.039791667,93.38000442,10.15555556,0.063735565,0.099331308,98.2579,"₩25,700,000 ","₩12,999,111 ","₩13,229,584 ","₩12,470,416 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-12,경고,4.1,95.08115266,7.016666667,0.052977983,0.10515995,70.5381,"₩25,700,000 ","₩8,981,333 ","₩12,732,599 ","₩12,967,401 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-05-04,심각,4.1,95.08115266,10.20555556,0.06389227,0.133267038,52.7455,"₩25,700,000 ","₩13,063,111 ","₩24,766,304 ","₩933,696 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-06-01,경고,4.1,95.08115266,7.130555556,0.0534062,0.060210848,84.5829,"₩25,700,000 ","₩9,127,111 ","₩10,790,729 ","₩14,909,271 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-11-18,정상,4.1,95.08115266,7.666666667,0.055377492,0.037054266,57.3336,"₩25,700,000 ","₩9,813,333 ","₩17,116,199 ","₩8,583,801 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2016-11-23,심각,3.760416667,84.6740019,8.652777778,0.058831209,0.103842589,99.8064,"₩25,700,000 ","₩11,075,556 ","₩11,097,039 ","₩14,602,961 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-10-17,경고,3.761666667,84.72635829,9.752777778,0.062458875,0.105595666,56.0316,"₩25,700,000 ","₩12,483,556 ","₩22,279,491 ","₩3,420,509 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-23,정상,3.619583333,78.84416103,8.152777778,0.057106139,0.083940477,92.6277,"₩25,700,000 ","₩10,435,556 ","₩11,266,128 ","₩14,433,872 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-06-12,정상,3.62,78.86136646,8.1,0.056920998,0.022005797,62.1017,"₩25,700,000 ","₩10,368,000 ","₩16,695,195 ","₩9,004,805 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-06-05,경고,3.62,78.86136646,7.119444444,0.053364574,0.0726486,75.3097,"₩25,700,000 ","₩9,112,889 ","₩12,100,551 ","₩13,599,449 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-03,심각,3.62,78.86136646,10.125,0.06363961,0.103815672,91.6532,"₩25,700,000 ","₩12,960,000 ","₩14,140,259 ","₩11,559,741 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-29,경고,3.62,78.86136646,7.136111111,0.053427001,0.052949217,73.1965,"₩25,700,000 ","₩9,134,222 ","₩12,479,042 ","₩13,220,958 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-28,경고,3.62,78.86136646,7.888888889,0.056174332,0.126458839,75.8523,"₩25,700,000 ","₩10,097,778 ","₩13,312,421 ","₩12,387,579 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-27,우수,3.62,78.86136646,7.975,0.056480085,0.100812004,55.763,"₩25,700,000 ","₩10,208,000 ","₩18,306,045 ","₩7,393,955 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-11-08,경고,3.62,78.86136646,7.694444444,0.055477723,0.091983209,83.9661,"₩25,700,000 ","₩9,848,889 ","₩11,729,601 ","₩13,970,399 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2018-06-26,경고,3.78,85.41877083,7.061111111,0.053145503,0.130120858,68.5003,"₩25,700,000 ","₩9,038,222 ","₩13,194,427 ","₩12,505,573 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-16,우수,3.923333333,90.05572806,9.838888889,0.062734006,0.130181761,85.6236,"₩25,700,000 ","₩12,593,778 ","₩14,708,302 ","₩10,991,698 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-11,정상,3.921875,90.01344195,10.10277778,0.063569734,0.10992721,65.7071,"₩25,700,000 ","₩12,931,556 ","₩19,680,606 ","₩6,019,394 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-09-19,우수,3.78,85.41877083,7.830555556,0.05596626,0.084645147,66.5648,"₩25,700,000 ","₩10,023,111 ","₩15,057,675 ","₩10,642,325 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-10-21,경고,3.78,85.41877083,9.741666667,0.062423286,0.037705249,57.3598,"₩25,700,000 ","₩12,469,333 ","₩21,738,802 ","₩3,961,198 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-01-16,정상,3.927291667,90.17050465,8.505555556,0.058328571,0.034045903,81.9247,"₩25,700,000 ","₩10,887,111 ","₩13,289,168 ","₩12,410,832 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-17,우수,3.784375,85.58107318,8.169444444,0.05716448,0.068363764,94.9106,"₩25,700,000 ","₩10,456,889 ","₩11,017,620 ","₩14,682,380 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-04-02,우수,3.9275,90.17654552,10.29444444,0.064169913,0.071166219,92.6146,"₩25,700,000 ","₩13,176,889 ","₩14,227,658 ","₩11,472,342 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-27,정상,3.936875,90.44838481,8.141666667,0.057067212,0.091232604,53.2116,"₩25,700,000 ","₩10,421,333 ","₩19,584,702 ","₩6,115,298 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-01-24,경고,4.041875,93.43701751,8.483333333,0.058252325,0.052670038,53.6478,"₩25,700,000 ","₩10,858,667 ","₩20,240,656 ","₩5,459,344 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-03,정상,4.048125,93.60805679,10.125,0.06363961,0.123375236,84.3386,"₩25,700,000 ","₩12,960,000 ","₩15,366,629 ","₩10,333,371 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-07-10,정상,4.045416667,93.53393977,10.02222222,0.063315787,0.118970959,63.6961,"₩25,700,000 ","₩12,828,444 ","₩20,140,078 ","₩5,559,922 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-25,우수,3.786458333,85.65836001,7.980555556,0.056499754,0.06420429,74.33,"₩25,700,000 ","₩10,215,111 ","₩13,742,918 ","₩11,957,082 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-07-30,우수,3.783541667,85.55015844,9.966666667,0.063140056,0.182823661,71.6803,"₩25,700,000 ","₩12,757,333 ","₩17,797,545 ","₩7,902,455 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-10,경고,3.783958333,85.56561581,9.938888889,0.063052007,0.124811357,91.2983,"₩25,700,000 ","₩12,721,778 ","₩13,934,299 ","₩11,765,701 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-03,정상,3.796041667,86.01378557,9.875,0.062849025,0.088147503,61.9062,"₩25,700,000 ","₩12,640,000 ","₩20,417,987 ","₩5,282,013 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-21,심각,3.936875,90.44838481,7.991666667,0.056539072,0.121092719,82.0434,"₩25,700,000 ","₩10,229,333 ","₩12,468,198 ","₩13,231,802 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-11-17,경고,3.939583333,90.52691616,9.669444444,0.062191461,0.032138346,79.8393,"₩25,700,000 ","₩12,376,889 ","₩15,502,251 ","₩10,197,749 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-27,경고,3.940208333,90.54503878,9.891666667,0.06290204,0.106108066,68.4623,"₩25,700,000 ","₩12,661,333 ","₩18,493,877 ","₩7,206,123 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-09-28,우수,3.940208333,90.54503878,7.805555556,0.055876849,0.14232485,81.8017,"₩25,700,000 ","₩9,991,111 ","₩12,213,818 ","₩13,486,182 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-02-16,정상,3.717708333,82.96436715,8.422222222,0.05804213,0.05893542,72.3871,"₩25,700,000 ","₩10,780,444 ","₩14,892,770 ","₩10,807,230 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-17,정상,3.706666667,82.54947789,10.08611111,0.063517277,0.103771775,62.7517,"₩25,700,000 ","₩12,910,222 ","₩20,573,502 ","₩5,126,498 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-04-30,정상,3.94,90.5389979,7.216666667,0.053727709,0.093083275,56.6488,"₩25,700,000 ","₩9,237,333 ","₩16,306,318 ","₩9,393,682 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-29,경고,3.94,90.5389979,7.136111111,0.053427001,0.051563826,59.232,"₩25,700,000 ","₩9,134,222 ","₩15,421,094 ","₩10,278,906 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-08-27,경고,3.621458333,78.92158545,9.891666667,0.06290204,0.169789567,70.3419,"₩25,700,000 ","₩12,661,333 ","₩17,999,703 ","₩7,700,297 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-06-12,경고,3.94,90.5389979,10.1,0.063560994,0.101535356,57.664,"₩25,700,000 ","₩12,928,000 ","₩22,419,534 ","₩3,280,466 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-06-20,경고,3.94,90.5389979,7.077777778,0.053208187,0.028361729,68.8385,"₩25,700,000 ","₩9,059,556 ","₩13,160,594 ","₩12,539,406 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-07,정상,3.94,90.5389979,7.030555556,0.05303039,0.049546191,76.105,"₩25,700,000 ","₩8,999,111 ","₩11,824,599 ","₩13,875,401 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-09-14,정상,3.939791667,90.53295703,9.844444444,0.062751715,0.14885484,66.6674,"₩25,700,000 ","₩12,600,889 ","₩18,901,125 ","₩6,798,875 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-03-16,경고,3.93875,90.50275267,10.33888889,0.064308285,0.150406417,89.1226,"₩25,700,000 ","₩13,233,778 ","₩14,848,958 ","₩10,851,042 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-10-19,경고,4.005,92.40883061,9.747222222,0.062441083,0.096042768,93.7839,"₩25,700,000 ","₩12,476,444 ","₩13,303,397 ","₩12,396,603 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-11-11,우수,3.636041667,79.59835149,9.686111111,0.062245036,0.153996476,84.3709,"₩25,700,000 ","₩12,398,222 ","₩14,694,903 ","₩11,005,097 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-01-16,우수,3.705208333,82.4946812,8.505555556,0.058328571,0.023630361,95.2609,"₩25,700,000 ","₩10,887,111 ","₩11,428,730 ","₩14,271,270 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-17,우수,3.7,82.27868574,8.169444444,0.05716448,0.102303754,84.978,"₩25,700,000 ","₩10,456,889 ","₩12,305,407 ","₩13,394,593 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-07-26,정상,3.7,82.27868574,7.977777778,0.05648992,0.034039749,78.2997,"₩25,700,000 ","₩10,211,556 ","₩13,041,628 ","₩12,658,372 "
기아 주식회사,A0110005500621215,쏘울 EV,2016,2015-07-28,우수,3.7,82.27868574,9.972222222,0.063157651,0.116922085,98.8079,"₩25,700,000 ","₩12,764,444 ","₩12,918,445 ","₩12,781,555 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-21,경고,3.7,82.27868574,7.908333333,0.056243518,0.121391394,65.9139,"₩25,700,000 ","₩10,122,667 ","₩15,357,408 ","₩10,342,592 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-11-15,우수,3.701458333,82.33976821,7.675,0.055407581,0.08154484,57.2239,"₩25,700,000 ","₩9,824,000 ","₩17,167,652 ","₩8,532,348 "
기아 주식회사,A0110005500131214,쏘울 EV,2015,2015-05-04,경고,3.694166667,82.03435588,10.20555556,0.06389227,0.117168432,93.0607,"₩25,700,000 ","₩13,063,111 ","₩14,037,194 ","₩11,662,806 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-03-18,정상,3.698125,82.20015115,8.333333333,0.057735027,0.108440115,95.1511,"₩25,700,000 ","₩10,666,667 ","₩11,210,240 ","₩14,489,760 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-10-23,경고,3.698333333,82.20887721,7.736111111,0.055627731,0.141874832,90.3834,"₩25,700,000 ","₩9,902,222 ","₩10,955,797 ","₩14,744,203 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-12,경고,4.057291667,93.8589144,7.016666667,0.052977983,0.058886753,74.7207,"₩25,700,000 ","₩8,981,333 ","₩12,019,873 ","₩13,680,127 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-08-29,경고,4.059166667,93.91022618,7.886111111,0.056164441,0.062204232,68.0214,"₩25,700,000 ","₩10,094,222 ","₩14,839,774 ","₩10,860,226 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-06-22,경고,3.64,79.78264461,8.072222222,0.056823313,0.10584774,80.6999,"₩25,700,000 ","₩10,332,444 ","₩12,803,541 ","₩12,896,459 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-18,정상,3.64,79.78264461,8.166666667,0.057154761,0.067519866,68.1284,"₩25,700,000 ","₩10,453,333 ","₩15,343,577 ","₩10,356,423 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-05-15,우수,3.64,79.78264461,7.175,0.053572381,0.075508274,78.3155,"₩25,700,000 ","₩9,184,000 ","₩11,726,925 ","₩13,973,075 "
기아 주식회사,A0110005500701216,쏘울 EV,2017,2017-01-16,경고,4,92.26804226,8.505555556,0.058328571,0.020014201,61.0508,"₩25,700,000 ","₩10,887,111 ","₩17,832,872 ","₩7,867,128 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2018-04-18,심각,3.64,79.78264461,7.25,0.053851648,0.114399782,57.9015,"₩25,700,000 ","₩9,280,000 ","₩16,027,219 ","₩9,672,781 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-05-16,정상,4,92.26804226,8.172222222,0.057174198,0.097953203,99.6039,"₩25,700,000 ","₩10,460,444 ","₩10,502,043 ","₩15,197,957 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2017-06-14,정상,4,92.26804226,8.094444444,0.056901474,0.138979146,83.5511,"₩25,700,000 ","₩10,360,889 ","₩12,400,661 ","₩13,299,339 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2018-07-10,우수,3.64,79.78264461,7.022222222,0.052998952,0.040798909,82.0901,"₩25,700,000 ","₩8,988,444 ","₩10,949,487 ","₩14,750,513 "
기아 주식회사,A0110005500791217,쏘울 EV,2018,2017-11-08,심각,3.64,79.78264461,7.694444444,0.055477723,0.066255263,60.3955,"₩25,700,000 ","₩9,848,889 ","₩16,307,322 ","₩9,392,678 "
기아 주식회사,A0110005500781217,쏘울 EV,2018,2018-08-16,경고,4,92.26804226,6.922222222,0.052620233,0.086976026,67.7453,"₩25,700,000 ","₩8,860,444 ","₩13,079,054 ","₩12,620,946 "
